text	label	clean_text
Enjoyed diving back into The Witcher 3 Wild Hunt on PS4 this afternoon. Having spoken to my supervisor (which went well) and watching Private Practice, it has been a nice, relaxed afternoon. #mentalhealth #bipolar #anxiety #OCD	1	enjoyed diving back witcher 3 wild hunt ps4 afternoon spoken supervisor went well watching private practice nice relaxed afternoon
Day 3: #meditation was good. At one point I visualized a small setting of plants, and when bringing myself back to full awareness it felt like I was breaking a trance. #meditate #anxiety #ADHD	1	day 3 good one point visualized small setting plant bringing back full awareness felt like breaking trance
Gotta keep practicing noting the the thoughts and stress triggers that float through my brain during #meditation. Training the brain to NOT try and break down my thoughts is a task when #anxiety wants me to #overthink every thought I have.	1	got ta keep practicing noting thought stress trigger float brain training brain try break thought task want every thought
Each moment of #worry, #anxiety or #stress represents lack of faith in miracles, for they never cease.	1	moment represents lack faith miracle never cease
Been feeling really checked out and am desperately trying to check back in. #Anxiety #depression #selfcare	1	feeling really checked desperately trying check back
Anxiety does not understand logic or common sense. If it did there would be a lot less of it in the world. #anxiety #becompassionate	1	anxiety understand logic common sense would lot le world
Waiting rooms fucking sucks #anxiety	1	waiting room fucking suck
My stomach is in knots with #rage &amp; #anxiety. So nauseated. Long day, beings that I woke up afraid &amp; tearful at 2:30am #ptsd. I fear my mental health is somewhere between disaster and death. I can't even begin to tell you how on the verge I am of going over the ledge willingly.	1	stomach knot nauseated long day being woke afraid tearful 2 30am fear mental health somewhere disaster death even begin tell verge going ledge willingly
I am screaming into the void. Won't someone answer me? #anxiety	1	screaming void someone answer
"#Depression and #anxiety affect 1 in 7 women during the perinatal period and can be associated with⬆️preterm delivery and⬇️mother-newborn bonding. Eliminate #mentalhealthstigma and promote #MentalHealthAwareness. 
#MentalHealthMatters #ConnectedByPurpose 
@NAMICommunicate"	1	affect 1 7 woman perinatal period associated preterm delivery mother newborn bonding eliminate promote
"When everyone thinks you’re a miserable c***t b/c you have social anxiety issues...

👍👍

#MentalHealthAwareness #anxiety #depression"	1	everyone think miserable c b c social anxiety issue
"Love is the hardest habit to break, and the most difficult to satisfy. ~ Drew Barrymore

Many people including those well known at times suffer from anxiety and depression.

motivational words || inspirational words motivation

#Quotes #Motivation #Anxiety #Life #Love"	1	love hardest habit break difficult satisfy drew barrymore many people including well known time suffer anxiety depression motivational word inspirational word motivation
I found out depression causes memory loss, and now everything makes a lot more sense. 🥲😵‍💫 #depression #borderlinepersonalitydisorder #severedepression #anxiety	1	found depression cause memory loss everything make lot sense
My anxiety attacks been getting more frequent. And it’s scary. So much so that the more overwhelmed I feel, the less I want to do anything. It all seems like so much effort 😩#anxiety #ptsd #woundedhealer	1	anxiety attack getting frequent scary much overwhelmed feel le want anything seems like much effort
"This. Day. Is. So. Fucking. Slow.

Woke up at 2:30am. #anxiety #fear #ptsd #insomia"	1	day fucking slow woke 2 30am
Should I really be applying to go back to grad school if writing a purpose statement is this difficult #Anxiety	1	really applying go back grad school writing purpose statement difficult
"As a #specialneeds parent there are days where you are VERY tierd of fighting for what your child/adult deserves

Today is one of those days🙁

#restday #selfcare #Autism #Anxiety #mentalhealth #exhausted #pandemic #coronavirus #Employment"	1	parent day tierd fighting child adult deserves today one day
I  can't wait to get the hell out. I'll kill myself . #anxiety @Imheret45140132	1	wait get hell kill
"The way my anxiety manifests in my dreams is simply horrifying. 

#anxiety"	1	way anxiety manifest dream simply horrifying
"Idk why I get nervous when I have people around me while I’m on a call. \_[~~]_/

#Anxiety #work #life #help"	1	idk get nervous people around call
My dr just called to tell me something she already told me like a week ago that I already have an appointment set up to see a specialist for… but I didn’t know how to tell her we already had this talk so I just listened and pretended like it was the first time. #anxiety	1	dr called tell something already told like week ago already appointment set see specialist know tell already talk listened pretended like first time
Eventually, you will realise that there is only one person who can help you... And it's you! #Anxiety	1	eventually realise one person help
"When angry or anxious about something, ask yourself ""is this in my control""? For Epictetus this was one of  life's key questions. Why suffer and waste energy on things you cannot control?#stoicism #philosophy #anxiety #stress"	1	angry anxious something ask control epictetus one life key question suffer waste energy thing control
"""My mind is loaded with worries and anxieties precisely because it remains a stranger to faith in God."" ~Sri Chinmoy #anxiety"	1	mind loaded worry anxiety precisely remains stranger faith god sri chinmoy
#edutwitter  Can anyone suggest strategies we can use in school to help manage separation anxiety? Transitional object isn’t helping. #anxiety #semh #pastoralcare	1	anyone suggest strategy use school help manage separation anxiety transitional object helping
This fuckin depression man…. #mentalhealth #MentalHealthMatters #MentalHealthAwareness #depression #anxiety #anxietydisorder #mentalwellness	1	fuckin depression man
Beat #burnout by disconnecting. You don't have to be available 24/7. It's better for your #stress levels and #anxiety to take time for yourself and shut everything off. #ThursdayThoughts #christianburnoutcoach	1	beat disconnecting available 24 7 better level take time shut everything
Is anyone overly self-aware of things you do throughout the day? Like it gives you anxiety because you overthink all of it. #anxiety  #selfawareness  #why	1	anyone overly self aware thing throughout day like give anxiety overthink
Started my new meds today and feel a bit dizzy but was warned this could happen so, been taking it easy. However, straight away I have noticed a slight difference and help with the tightness of my chest. I’m intrigued to see how this progresses over the next few days 🙂🙏🏻#Anxiety	1	started new med today feel bit dizzy warned could happen taking easy however straight away noticed slight difference help tightness chest intrigued see progress next day
"Strangely enjoyed presenting my NIHR CDRF project to develop an intervention to help people with Parkinson's live well with anxiety to the @APRG_Plymouth today. Proud of what I've done so far, excited for what comes next.

#WeAreResearch #NIHR #CDRF #Parkinsons #anxiety @PlymUni"	1	strangely enjoyed presenting nihr cdrf project develop intervention help people parkinson live well anxiety plymouth today proud done far excited come next
I was finally diagnosed with #anxiety this week! Therapy brought me here! Whew!! Just typing this is progress!!	1	finally diagnosed week therapy brought whew typing progress
Research indicates that persistent #bullying can lead to or worsen feelings of isolation, rejection, exclusion, and despair, as well as #depression and #anxiety.	1	research indicates persistent lead worsen feeling isolation rejection exclusion despair well
I  think I'll buy a gun. I'm going to hurt someone . #anxiety @Imheret45140132	1	think buy gun going hurt someone
WHY ARE ALL MY DAMN My neighbours blowing their leaves and the SAME DAMN TIME?? #Neighbours #fall #anxiety	1	damn neighbour blowing leaf damn time
Hate planning for my bday 🦂seriously gives me #anxiety 😫	1	hate planning bday seriously give
#Social #Anxiety - If you don't get it, you ain't got it.	1	get got
Guess who is finally getting medicated for her Insomnia and Anxiety/Depression?! 2 years of suffering in silence and dealing with it all pretty much alone. Thank you to those who have been supportive and patient with me 🙏💙♥️#anxiety #insomnia #depression #thankful	1	guess finally getting medicated insomnia anxiety depression 2 year suffering silence dealing pretty much alone thank supportive patient
I wonder if I'm still nobody as always because I'm still an outsider #anxiety #LonelyNotAlone  #lonelyplanetwantstoknow #loneliness #COVID19 #algorithm #depression #PMDD	1	wonder still nobody always still outsider
Sad I am  depressed again no happiness for me why must I feel like this #depression #sad #anxiety #why	1	sad depressed happiness must feel like
4 PM EST Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic	1	4 pm est reminder ok safe panic
I have General Anxiety Disorder. 😭😭😭😭😭😭 Someone please help. #Anxiety #Tebtion #ADHDAwarenessMonth #BreastCancerAwarenessMonth	1	general anxiety disorder someone please help
"I will do anything to avoid eating in front of people.

#eatingdisordertwt #work #life #eat #Anxiety"	1	anything avoid eating front people
First day of my weekend.  Feeling  kinda of meh, anxiety has been  lurking in the shadows today. #anxiety #MentalHealthMatters	1	first day weekend feeling kinda meh anxiety lurking shadow today
"Pride and trauma will have you stuck.Let go of your ego, heal, and move forward 💯
#Anxiety  #MovingForward #ROSE"	1	pride trauma stuck let go ego heal move forward
I was under the impression that I was only meant to Panic! At the Disco, not Panic! In the Workplace Bathroom. #anxiety	1	impression meant panic disco panic workplace bathroom
I  can't see any reason to keep going on. so I'll just end it . #anxiety @Imheret45140132	1	see reason keep going end
Distraction time so I don't feel the pain or hear the liars in my head. What is your distraction? #depression #Anxiety #OCD #bipolar #BPD #mentalhealth #mentalillness	1	distraction time feel pain hear liar head distraction
Worried out of my mind #MentalHealthMatters #anxiety	1	worried mind
Finally realizing that my #anxiety - social phobia - made me look lazy at times.  I avoided tasks to avoid any confrontation or any people intense situations.	1	finally realizing social phobia made look lazy time avoided task avoid confrontation people intense situation
Imagine how miserable you have to be that you have to judge, criticize or make fun of someone to put them down or make them feel like they aren’t enough without knowing what they been through or are currently going through is sad #stopbullying #DepressionIsReal #Anxiety	1	imagine miserable judge criticize make fun someone put make feel like enough without knowing currently going sad
"Little known fact about me: in my youth, I played competitive hockey. I was a goalie. 

Having 100 miles/hr projectiles aimed at my head might explain my heightened threat response. #anxiety"	1	little known fact youth played competitive hockey goalie 100 mile hr projectile aimed head might explain heightened threat response
Entrepreneurs do suffer from #Anxiety that shit is real ; No gyaan works at times but warmth of mother does heal the process #men do confess the truth 💯	1	entrepreneur suffer shit real gyaan work time warmth mother heal process confess truth
I used to teach. I won't be able to step back in the classroom til this is over. Maybe never. Respect to all teachers.  #anxiety #nomasksinclass #NoPlanB	1	used teach able step back classroom til maybe never respect teacher
Nah bro the way this man’s scent mixed with his cologne just gave me anxiety is not a good sign …. 😳😳😳 #Panic #Anxiety #holdingback	1	nah bro way man scent mixed cologne gave anxiety good sign
"Less.

That's what you need if you're feeling stressed and overwhelmed. 

Get rid of whatever you need to become yourself again.

#stress #stressrelief #anxiety #mentalhealth"	1	le need feeling stressed overwhelmed get rid whatever need become
"OK, Friday. I can get through Friday.
#Depression #Anxiety"	1	ok friday get friday
"did you know… doing a deep dive on #history and #politics can have disastrous effects in your #anxiety… 

now back to our regularly scheduled punk rock reprieve👌🏼 
#dumpsterfirecinema #ADDonfull"	1	know deep dive disastrous effect back regularly scheduled punk rock reprieve
Goin’ back up…….cuz my nerves just can’t take it right now #anger #anxiety #PTSD is a mutha!	1	goin back cuz nerve take right mutha
"Bipolar Daily Goals 
💜Take meds 
💙Eat
💚☹Turn heat on
🔲Read
🔲5d diamond paint 
Today is a blah day. Yesterday was awesome. Not so much today.
Oh I even know what day it is.
#bipolar #anxiety #mentalhealth #depression #mentalillness"	1	bipolar daily goal take med eat turn heat read 5d diamond paint today blah day yesterday awesome much today oh even know day
Its always in the wee hours of the morning I find myself questioning absolutely everything about my life... #mentalhealth #MentalHealthMatters #meh #depression #anxiety #sleepyyetsleepless	1	always wee hour morning find questioning absolutely everything life
A3: Breaking routine for the sake of breaking it doesn’t serve a purpose. That is, it brings me extreme stress and #anxiety if it’s not done for a reason or perceived necessity. If I’m feeling adventurous (brave), I’ll try something new. #BeRelentless	1	a3 breaking routine sake breaking serve purpose brings extreme stress done reason perceived necessity feeling adventurous brave try something new
Can't sleep because every time I close my eyes my anxiety makes me feel like I'm about to be attacked and it scares the ever loving hell out of me so I open my eyes and look around before closing them again. Looks like I won't be sleeping at all tonight. #mentalillness #anxiety	1	sleep every time close eye anxiety make feel like attacked scare ever loving hell open eye look around closing look like sleeping tonight
When #anxiety hits and you are in line at the grocery store :(	1	hit line grocery store
I don’t know who needs to hear this, but: Depression and anxiety are fucking liars. Do NOT give up over lies. #depression #anxiety #dontgiveup #itgetsbetter #itsnotforever #YouAreNotAlone #keepgoing	1	know need hear depression anxiety fucking liar give lie
I couldnt be recruited for a #cult. WHY? because I have #anxiety and Im an #overthinker... Id have too many whys🙆 them woulda dash me out before me reach in good. 😒	1	couldnt recruited im id many why woulda dash reach good
I'm so unable to deal with any more frustration or anxiety right now that I haven't eaten in 34 hours. I just can't be bothered with all the washing and rituals right now. #anxiety #OCD #mentalhealth #Icant	1	unable deal frustration anxiety right eaten 34 hour bothered washing ritual right
ambiguity makes uncertainity? #anxiety	1	ambiguity make uncertainity
I slept without a good night, I woke up without a good morning and i can live without an i’m proud of you  because in the end we only have ourselves. #altercebu #AmericanCrimeStory #AnotherLife #MwashumbeNaShugaboy #anxiety	1	slept without good night woke without good morning live without proud end
"I almost wish I was as ignorant as the pro vaccine people, just so I could sleep at night. #ignoranceisbliss 
#anxiety"	1	almost wish ignorant pro vaccine people could sleep night
"Not a #happycamper today, more shit got fucked up in the #office. I’m very worried about my future at that job!
#Anxiety #stress"	1	today shit got fucked worried future job
"I kinda lost myself and drowned myself in alcohol a few hours ago. I was also lacking a lot of sleep..
I'm about to go into work tonight without my #ADHD medication but I have my #anxiety medication so I'm hoping tonight goes well. I'm going to call the pharmacy and ask"	1	kinda lost drowned alcohol hour ago also lacking lot sleep go work tonight without medication medication hoping tonight go well going call pharmacy ask
I don't know why I always get anxiety working the night shift. Guess it fits with the Halloween spirit, but it still sucks. Hopefully I'm back in my normal schedule soon. #anxiety #Halloween	1	know always get anxiety working night shift guess fit halloween spirit still suck hopefully back normal schedule soon
I  can't see any reason to keep going on. I'm going to hurt someone . #anxiety @Imheret45140132	1	see reason keep going going hurt someone
i have a concert tomorrow i wanna throw up #anxiety	1	concert tomorrow wan na throw
So, I’ve been on about every schizophrenia and bi-polar/depression and anxiety medication… is anyone on here able to recommend the one you use… my body is sensitive to environmental factors/intake. #ADHDAwarenessMonth #ADHD #bipolar #Schizophrenia #anxiety #ChooseToBeHealthy	1	every schizophrenia bi polar depression anxiety medication anyone able recommend one use body sensitive environmental factor intake
"Every time I sleep I ALWAYS DREAM WEIRDO'S THINGS😟

#Anxiety"	1	every time sleep always dream weirdo thing
"#Anxiety is annoying… having a flare up recently, probably because there’s been a lot of changes in my life over the past year on top of everything else. 

I’m exhausted but can’t sleep because I’m also energized, as adrenaline is pumping through me, keeping me awake. #insomnia"	1	annoying flare recently probably lot change life past year top everything else exhausted sleep also energized adrenaline pumping keeping awake
Just a full grown woman, scared shitless of storms, space and geological science, laying in her bed trying to focus on Seinfeld episodes during a #bombcyclone at bedtime. #Anxiety	1	full grown woman scared shitless storm space geological science laying bed trying focus seinfeld episode bedtime
12 AM EST Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic	1	12 est reminder ok safe panic
Nothing like eating #firstmeal at 11pm. #eatingdisorder #anxiety	1	nothing like eating 11pm
I  think I'll buy a gun. so I'll just end it . #anxiety @Imheret45140132	1	think buy gun end
Wait for me...... #CutiePieSeries #ChasingSunsets #IKnowWhatYouDid #FanCaveEntry #anxiety #AnotherLife #Dynasty	1	wait
I gotta get out of my own head. It causes me too much anxiety. Who would’ve thought my brain could be a bad influence on me #anxiety #mentalhealth	1	got ta get head cause much anxiety would thought brain could bad influence
mischaracterizing imagination can not elevate faith #anxiety	1	mischaracterizing imagination elevate faith
#psychology #love #mentalhealth #therapy #health #motivation #wellness #depression #anxiety #life #inspiration #healing #meditation  Freedom is not procured by a full enjoyment of what is desired, but by controlling the desire.	1	freedom procured full enjoyment desired controlling desire
I had a really fantastic night. Met a fantastic woman. Then I came home to the Hell that is my life currently. It actually seemed okay at first, but sometimes the good feelings don’t last when you feel this #alone. #depression #Anxiety #Fear #Anger #Excitement	1	really fantastic night met fantastic woman came home hell life currently actually seemed okay first sometimes good feeling last feel
In with Tom for dental surgery under general anaesthetic. Another side effect of #aspergers #autism #asd #anxiety	1	tom dental surgery general anaesthetic another side effect
Today felt like a long couple years ✌️ #anxiety #MentalHealthMatters	1	today felt like long couple year
"#Anxiety and #Depression are not our fault. We #survive or #thrive depending on our circumstances. Let's replace judgement, comments, blaming and #stigma, with a relentless support to help each other cope.
#FridayFeeling #coping #MentalHealthMatters"	1	fault depending circumstance let u replace judgement comment blaming relentless support help cope
I  have no reason to live. so I'll just end it . #anxiety @Imheret45140132	1	reason live end
How I analyze the world. When I'm High, it's so scary #anxiety 💔	1	analyze world high scary
"Do You Know Someone in Need of #SupportedHousing, #ContactUs #REFERRALS, #mentalhealth, #alcoholism , #Domesticabuse, #DrugAbuse , #Homelessness, #Depression &amp; #Anxiety etcPlease note if they do not have support needs, they do not need supported housing .  

…"	1	know someone need etcplease note support need need supported housing
I feel so mentally and physically exhausted more so than usual. Winter #depression is expected rn, but literally am drained beyond belief. #mentalheath #bpd #SAD #Anxiety #Fibromyalgia	1	feel mentally physically exhausted usual winter expected rn literally drained beyond belief
"Inbox full of ORDER NOW FOR CHRISTMAS. 

Do I really need to?

#anxiety"	1	inbox full order christmas really need
I hate that Im having an anxiety attack atm. Im going to be a stand-in for someone for 4 hours in 30 minutes. Im cold, no appetite, moody, upset stomach and I just wanna run away, I hate that Im feeling this so much. I love this kind of job,yet my #anxiety does not	1	hate im anxiety attack atm im going stand someone 4 hour 30 minute im cold appetite moody upset stomach wan na run away hate im feeling much love kind job yet
I  think I'm just a bother to everyone. I'm going to hurt someone . #anxiety @Imheret45140132	1	think bother everyone going hurt someone
"Didn't do positives and achievement last night as I was angry, anxious and couldn't find anything. Wife making me do them this morning.
+) The Witcher 3 Wild Hunt PS4
+) Catchup w/ supervisor
+) Reading
A) Survived
#mentalhealth #bipolar #anxiety #OCD"	1	positive achievement last night angry anxious could find anything wife making morning witcher 3 wild hunt ps4 catchup w supervisor reading survived
I have been trying sooo fucking hard to get through this. I will not give up. #depression #Anxiety	1	trying sooo fucking hard get give
Struggling is real. I coudn't even control how to please myself. I'm scared of everything I am doing. I don't want to dissapoint anymore. #depression #Anxiety	1	struggling real coudn even control please scared everything want dissapoint anymore
After a really tough couple of weeks I wanna thank everyone on here for your support big respect to all 👊 #anxiety	1	really tough couple week wan na thank everyone support big respect
"Why do I stream?

Because it helps me get out of my head and think of things other than my #depression and #anxiety...

But today... This week? It's been so bad that I can't even stream...

How do I save myself?"	1	stream help get head think thing today week bad even stream save
"Pre-pandemic Friday nights: exciting that the weekend has arrived 

Pandemic Friday nights: anxious that the weekend has arrived 

Sadly, #anxiety has replaced or compromised excitement in so many aspects of our lives"	1	pre pandemic friday night exciting weekend arrived pandemic friday night anxious weekend arrived sadly replaced compromised excitement many aspect life
#MentalHealthMatters  #anxiety can fu€k your brain &amp; suck your emotions dry.	1	fu k brain suck emotion dry
Zoom meetings get to personal had a co worker ask me about my dream catcher and it honestly shook me that he is looking at my environment how dare you sir #adult #BPD #WorkFromHome #100DaysOfCode #anxiety #askleroy #CybersecurityAwarenessMonth	1	zoom meeting get personal co worker ask dream catcher honestly shook looking environment dare sir
For those who are struggling today. It's ok to go slow at your own pace. I felt low today when I woke up. But managed to shower and get ready. Next task is shopping. #struggle #slow #pace #MentalHealthMatters #depression #anxiety #food #shower #autism	1	struggling today ok go slow pace felt low today woke managed shower get ready next task shopping
"Friday!
1. Take meds
2. Drink 3 litres
3. Eat
4. Finish #PrivatePractice season 4
5. Games night
6. Dog walk
7. Don't self-harm
8. Keep distracted 
9. Survive
#mentalhealth #bipolar #anxiety #OCD"	1	friday 1 take med 2 drink 3 litre 3 eat 4 finish season 4 5 game night 6 dog walk 7 self harm 8 keep distracted 9 survive
Anxiety will paralyze your emotions and cripple your goals if you let it. I’m just proud of you for getting through the day you thought you wouldn’t. #anxiety #peace #comegetsome	1	anxiety paralyze emotion cripple goal let proud getting day thought would
I feel nothing but lost. My anxiety finally let me sleep but now I can't again. I am overheating and I know it is freezing outside #Anxiety	1	feel nothing lost anxiety finally let sleep overheating know freezing outside
A 2016 systematic review found that #EFT was effective in reducing #anxiety compared to controls.	1	2016 systematic review found effective reducing compared control
"I was busy but not in a way
most people understand, I was busy taking deeper breaths, I was busy silencing irrational thoughts, I was busy calming a racing heart, I was busy telling myself I AM OKAY! Sometimes this my busy. #RecoveryPosse #midget #AnotherLife #adult #anxiety"	1	busy way people understand busy taking deeper breath busy silencing irrational thought busy calming racing heart busy telling okay sometimes busy
Don’t get me wrong, Army totally deserves this 2nd chance at seeing the shows…but it was already hard enuff to get around in LA. 😫  I feel like Imma be waiting in line or stuck in traffic a lot longer now #anxiety	1	get wrong army totally deserves 2nd chance seeing show already hard enuff get around la feel like imma waiting line stuck traffic lot longer
Having another one of those days where just breathing is hard work. Really can't be bothered with anything today. #mentalhealth #bipolar #anxiety #OCD	1	another one day breathing hard work really bothered anything today
8 AM EST Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic	1	8 est reminder ok safe panic
#Panic is a sudden sensation of fear, which is so strong as to dominate or prevent reason and logical thinking, replacing it with overwhelming feelings of #anxiety and frantic agitation consistent with an animalistic fight-or-flight reaction.	1	sudden sensation fear strong dominate prevent reason logical thinking replacing overwhelming feeling frantic agitation consistent animalistic fight flight reaction
"⬆️This is how to retrain your brain. Replace those negative thoughts with faith thoughts. It matters what you say! 🔥

Say AMEN and declare something good over your life!
.
.
.
#AreYouOkay #mentalhealth #depression #anxiety #worry #fear #retrainyourbrain #health #wellness"	1	retrain brain replace negative thought faith thought matter say say amen declare something good life
Not feeling it today.  Nope.  I've been down in the dumps for days and can't seem to get out of it.  Now I get to go to work &amp; deal with customers.  I'm not in the best frame of mind to be dealing with humans today...hopefully I'll snap out of it. #Anxiety	1	feeling today nope dump day seem get get go work deal customer best frame mind dealing human today hopefully snap
I  can't see any reason to keep going on. so I'll just end it . #anxiety @Imheret45140132	1	see reason keep going end
Would love to be playing #FarCry6 this weekend since I'm off but got to wait another week before I get paid. It's been a long month :/ esp with my low moods (which is slowly improving)  #XboxSeriesX #Gamer #RyanActually #Depression #Anxiety #MentalHealth	1	would love playing weekend since got wait another week get paid long month esp low mood slowly improving
"A simple word
Can hurt someone's feelings

#depression 
#Anxiety 
 @deepfulnotes"	1	simple word hurt someone feeling
"Depression isnt my choice
Its a mental disorder

#depression 
#Anxiety 
#iamwhoiam"	1	depression isnt choice mental disorder
"Take deep breaths when feeling stressed..
Let go of things you can’t control

#anxiety #stressmanagement #stressed"	1	take deep breath feeling stressed let go thing control
"Teeth or hand clenching is a sign of unconscious anger and hidden blame. When you notice these reactions pay very close attention to who you’re with, where you are, and how it connects to your past. 

#trauma
#anxiety"	1	teeth hand clenching sign unconscious anger hidden blame notice reaction pay close attention connects past
"As a #carguy there's a special #anxiety that surfaces when a #rideshare vehicle pulls up and I can immediately tell the car has major mechanical problems from the sound, smell, or appearance. Dudes have pulled up on tires, layers of steel belts visible, talkin'bout ""it's ok!"" 😬"	1	special surface vehicle pull immediately tell car major mechanical problem sound smell appearance dude pulled tire layer steel belt visible talkin bout ok
Day 4 of #meditation. A focus on awareness and relaxation of the whole mind and body. This new app is working well for me so for. I followed it up with a conversation with God. #Healing #anxiety	1	day 4 focus awareness relaxation whole mind body new app working well followed conversation god
Reminder- gratitude and anxiety do not happen at the same time. A thankful heart is a happy heart! #gratitude #Thankful #Anxiety #JesusSaves #GodIsLove	1	reminder gratitude anxiety happen time thankful heart happy heart
The question comes to mind of is it #adhd or #anxiety that’s the biggest contributor to me always feeling unhinged. #healing #thinking	1	question come mind biggest contributor always feeling unhinged
"Your so fucking special.

I wish I was special. I'm a creep. I'm a weirdo. 

I don't belong here. I gotta go ..

🥺🥺🥺

#special #creep #weirdo #depression #anxiety #selfhate #lonely #alone #lyrics #radiohead #jellyroll #music #goodbye"	1	fucking special wish special creep weirdo belong got ta go
Figuring out how to set boundaries when my mother and her partner come down next week is causing a lot of stress. Neither my wife or I are looking forward to it, and it is going to be a difficult week. #mentalhealth #bipolar #anxiety #OCD	1	figuring set boundary mother partner come next week causing lot stress neither wife looking forward going difficult week
"A fundamental truth that bears remembering: “We don’t get to choose how we feel.”

And we also mustn’t place conditions on which feelings we will accept and which ones we won’t, but simply accept whatever feelings come down the pipe.

#anxiety #feelings #acceptance #mentalhealth"	1	fundamental truth bear remembering get choose feel also must place condition feeling accept one simply accept whatever feeling come pipe
How to stop judging yourself through eyes of others?. How to know whether you're a bad person? Why are simple things so complicated for me? #Anxiety	1	stop judging eye others know whether bad person simple thing complicated
"#Rapidresponse
#Crisisline
#Cmhrs
What a joke. I called at 9:30am and still waiting. I don't matter. No one cares and its scary. 
#mentalhealth #depression #anxiety #intrusivethoughts #endthepain #suffocated #lost"	1	joke called 9 30am still waiting matter one care scary
"They say actions have consequences.
But I have faced worse consequences for my inaction.
#Anxiety"	1	say action consequence faced worse consequence inaction
Adderall + Xanax = Abby with less murderous rage. #ADHD #anxiety #TransIsBeautiful	1	adderall xanax abby le murderous rage
Remember to take a #moment to #breathe during your workday. Take #space to #regroup and step away from the screens in order to #reducestress and #anxiety, and jump back into the tasks you are wanting to accomplish. #goals #selfcare #positivethoughts #emotionalwellbeing	1	remember take workday take step away screen order jump back task wanting accomplish
Take up gardening, they said. It will help your anxiety, they said. Now I’m anxious about whether I’m killing my plants and what I should do to help them and whether I chose the rights ones, ect. #anxiety	1	take gardening said help anxiety said anxious whether killing plant help whether chose right one ect
Having grown up in a certain way really sticks with you til you’re an adult. The sucky part is trying to change it or even just shift it a little, is SO HARD🥺 Old habits die hard and I hate it cause I love the new me ! #oneofthosedays #anxiety #struggles	1	grown certain way really stick til adult sucky part trying change even shift little hard old habit die hard hate cause love new
Tomorrow I will be making a attempt to be social in public. It's so awkward Everytime #anxiety	1	tomorrow making attempt social public awkward everytime
"Sat last night and got another two weeks of my routine for my autism written out taking it into mid-November and looking forward to starting to get on top of things on Monday evening.
#Autism #Anxiety #Hoarding #Routine"	1	sat last night got another two week routine autism written taking mid november looking forward starting get top thing monday evening
Time for some major #anxiety relief, featuring @BTS_twt  #InTheSoop2	1	time major relief featuring twt
Telling people with depression and anxiety to think positive doesn’t solve the problem. Please Stop! #mentalhealth #Anxiety	1	telling people depression anxiety think positive solve problem please stop
I hate all the pain and anxiety that I have to deal with all because of my anxiety disorder. Sometimes I just wish that I was fucking normal. And it’s not as simple as just stop worrying. You can’t no matter how hard you wish you can. #mentalhealth #MentalHealthMatters #anxiety	1	hate pain anxiety deal anxiety disorder sometimes wish fucking normal simple stop worrying matter hard wish
👉 The nervous system is impacted by breathing &amp; vice versa. In states of #anxiety or #stress, the fight or flight nervous system turns on &amp; causing shallow breathe 😮‍💨 Shallow breathing further activates this response &amp;creates a cycle of sympathetic #nervoussystem upregulation	1	nervous system impacted breathing vice versa state fight flight nervous system turn causing shallow breathe shallow breathing activates response creates cycle sympathetic upregulation
"Getting ready for a call with a bunch of celebrities - @Got_Anxiety's SIG leaders 😊 including @DrKrystalLewis @landoltwithpsy  @netteaverill @karmelchoi @namikkirlic @dflevey1
@RhodesLevin @RachelGoldman7  @DrMichelleBovin 
@SumaChandCBT #anxiety #depression #OCD @ADAAConference"	1	getting ready call bunch celebrity anxiety sig leader including
I gotta leave this apartment.  Here's hoping Centro resumes full service soon #stircrazy #anxiety	1	got ta leave apartment hoping centro resume full service soon
"""Only my soulful meditations can considerably reduce my anxiety-days."" ~Sri Chinmoy #anxiety #innerpeace"	1	soulful meditation considerably reduce anxiety day sri chinmoy
"It’s crazy how people think I’m an outgoing person, when I talk to them and stuff, but bro, I literally go to the same barber regardless of how booked they are because I’m super comfortable with them.🤣 so going somewhere else isn’t an option. FML I am a 🤡
#Anxiety"	1	crazy people think outgoing person talk stuff bro literally go barber regardless booked super comfortable going somewhere else option fml
"My neighbour is so loud 
It trickers my anxiety so bad 😵‍💫
I know 
Breathe in and breathe out 
And I know it’s not about me 
But it’s so frightening and frustrating 😣
#anxiety"	1	neighbour loud tricker anxiety bad know breathe breathe know frightening frustrating
Day 67 of Covid. Hyperthyroidism… possible throat surgery… #thanksrona #CoronavirusUpdates #Long Covid #anxiety #atleastimaliveforittosuck #COVID-19 #postcovidsyndrome	1	day 67 covid hyperthyroidism possible throat surgery covid 19
"the only PDA I have in my life is Procrastination, Depression and Anxiety

#LateNightTwitter #ShowerThoughts #Anxiety #depression #shitposts"	1	pda life procrastination depression anxiety
#BrainStuff If anyone suffers from #anxiety, yogurt is a great food to include in your #diet. The probiotics, or healthy bacteria, found in some types of yogurt may improve several aspects of your #wellbeing, including #mentalhealth . {Increases mood-boosting serotonin too. 🙂🧠}	1	anyone suffers yogurt great food include probiotic healthy bacteria found type yogurt may improve several aspect including increase mood boosting serotonin
"Strong Women wear the pain like
her heels, no matter how much it
hurts, all you see beauty of it. #bodybuilding #babygirl #fitness #anxiety #blackwomen #girl"	1	strong woman wear pain like heel matter much hurt see beauty
